O*NET-SOC Code,Title,Reported Job Title,Shown in My Next Move
51-3021.00,Butchers and Meat Cutters,Meat Manager,Y
51-3021.00,Butchers and Meat Cutters,Meat Specialist,Y
51-3021.00,Butchers and Meat Cutters,Meat Wrapper,N
51-3021.00,Butchers and Meat Cutters,Seafood and Service Meat Manager,N
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Breast Trimmer,N
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Deboner,Y
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Meat Cutter,Y
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Trimmer,Y
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Wing Scorer,Y
51-3023.00,Slaughterers and Meat Packers,Boning Room Worker,Y
51-3023.00,Slaughterers and Meat Packers,Breast Trimmer,N
51-3023.00,Slaughterers and Meat Packers,Fetter Bone Buster,N
51-3023.00,Slaughterers and Meat Packers,Kill Room Operator,N
51-3023.00,Slaughterers and Meat Packers,Meat Cutter,Y
51-3023.00,Slaughterers and Meat Packers,Meat Packager,N
51-3023.00,Slaughterers and Meat Packers,Meat Packer,Y
51-3023.00,Slaughterers and Meat Packers,Meat Trimmer,Y
51-3023.00,Slaughterers and Meat Packers,Production Worker,N
51-3023.00,Slaughterers and Meat Packers,Trimmer,N
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Bakery Utility Person,N
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Bean Roaster,N
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Coffee Roaster,Y
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Dryer Operator,N
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Machine Operator,Y
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Oven Operator,N
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Roaster,Y
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Roaster Operator,Y
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Roasterman,N
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Roastmaster,N
51-3092.00,Food Batchmakers,Batching Operator,N
51-3092.00,Food Batchmakers,Blender,Y
51-3092.00,Food Batchmakers,Brewing Technician,N
51-3092.00,Food Batchmakers,Compounder,N
51-3092.00,Food Batchmakers,Dough Scaler and Mixer,N
51-3092.00,Food Batchmakers,Machine Operator,Y
51-3092.00,Food Batchmakers,Mixer,Y
51-3092.00,Food Batchmakers,Process Operator,Y
51-3092.00,Food Batchmakers,Processing Operator,N
51-3092.00,Food Batchmakers,Syrup Maker,N
51-3093.00,Food Cooking Machine Operators and Tenders,Cook,Y
51-3093.00,Food Cooking Machine Operators and Tenders,Fryer Operator,Y
51-3093.00,Food Cooking Machine Operators and Tenders,Kettle Fry Cook Operator,Y
51-3093.00,Food Cooking Machine Operators and Tenders,Machine Operator,N
51-3093.00,Food Cooking Machine Operators and Tenders,Master Cook,N
51-3093.00,Food Cooking Machine Operators and Tenders,Mogul Operator,N
51-3093.00,Food Cooking Machine Operators and Tenders,Peeler Operator,N
51-3093.00,Food Cooking Machine Operators and Tenders,Processing Operator,N
51-3093.00,Food Cooking Machine Operators and Tenders,Processor,Y
51-3093.00,Food Cooking Machine Operators and Tenders,Retort Operator,N
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Brake Press Operator,N
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Computer Numerical Control Lathe Operator (CNC Lathe Operator),N
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Computer Numerical Control Machine Operator (CNC Machine Operator),Y
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Computer Numerical Control Machinist (CNC Machinist),Y
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Computer Numerical Control Mill Operator (CNC Mill Operator),N
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Computer Numerical Control Operator (CNC Operator),Y
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Computer Numerical Control Set-Up and Operator (CNC Set-Up and Operator),N
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Machine Operator,N
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic","Machine Set-Up, Operator",N
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Machinist,Y
51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",CAD CAM Programmer (Computer-Aided Design Computer-Aided Manufacturing Programmer),N
51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Computer Numerical Control Programmer (CNC Programmer),Y
51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Process Engineer,Y
51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Programer,Y
51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Programmer,Y
51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Project Engineer,N
51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Software Engineer,N
51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Welding Engineer,N
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Equipment Technician,N
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Extruder Operator,Y
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Extrusion Operator,N
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Extrusion Press Operator,Y
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Machine Operator,Y
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Inspector,N
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Operator,Y
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Setup Operator,N
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Wire Mill Operator,N
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Wire Mill Rover,N
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Blacksmith,N
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Cold Header Operator,N
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Forge Operator,Y
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Forge Press Operator,N
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Hammer Operator,Y
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Header Set-Up Operator,Y
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Machine Operator,Y
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Manipulator Operator,N
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Process Technician,N
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Set Up Techncian,N
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Breakdown Mill Operator,N
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Calender Operator,Y
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Cold Mill Operator,N
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Controller,N
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",High Frequency Mill Operator,N
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Mill Operator,Y
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Piercer Operator,N
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Roll Form Operator,N
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Rolling Mill Operator,Y
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Roughing Mill Operator,Y
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Die Setter,N
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Fabrication Operator,N
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Machine Operator,Y
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Machine Setter,N
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Operator,N
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Press Operator,Y
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Punch Press Operator,N
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Saw Operator,Y
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Set-Up Operator,Y
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Slitter Operator,N
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Bore Mill Operator,N
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Computer Numerical Control Drilling Operator (CNC Drilling Operator),N
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Drill Operator,Y
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Drill Press Operator,N
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Drill Setup Operator,Y
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Driller,N
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Machine Operator,Y
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Machinist,Y
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Punch Operator,N
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Radial Drill Operator,N
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Cell Operator,N
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Centerless Grinder Operator,Y
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",CNC Operator (Computer Numerically Controlled Operator),N
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Deburrer,N
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Die Maintenance Technician,N
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Fiberglass Finisher,N
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Grinder,Y
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Grinder Operator,Y
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Machine Setter,N
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Process Equipment Operator,Y
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Computer Numerical Control Lathe Operator (CNC Lathe Operator),Y
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Computer Numerical Control Machinist (CNC Machinist),N
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Computer Numerical Control Operator (CNC Operator),N
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Lathe Operator,Y
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Machine Operator,Y
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Machinist,Y
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Numerical Control Operator (NC Operator),N
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Screw Machine Operator,N
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Set Up / Operator,N
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Tool Maker,N
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",CNC Inspector (Computer Numerical Control Inspector),N
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",CNC Lathe Operator (Computer Numerical Control Lathe Operator),N
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",CNC Machine Operator (Computerized Numerical Control Machine Operator),N
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",CNC Machinist (Computerized Numerical Control Machinist),Y
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",CNC Mill Operator (Computerized Numerical Control Mill Operator),Y
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",CNC Mill Set Up Operator (Computerized Numerical Control Mill Set Up Operator),N
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",CNC Operator (Computerized Numerical Control Operator),N
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",CNC Programmer (Computerized Numerical Control Programmer),N
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Machine Operator,Y
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Mill Operator,Y
51-4041.00,Machinists,Gear Machinist,N
51-4041.00,Machinists,Journeyman Machinist,Y
51-4041.00,Machinists,Machine Operator,Y
51-4041.00,Machinists,Machine Repair Person,N
51-4041.00,Machinists,Machinist,Y
51-4041.00,Machinists,Maintenance Machinist,N
51-4041.00,Machinists,Maintenance Specialist,N
51-4041.00,Machinists,Production Machinist,N
51-4041.00,Machinists,Set-Up Machinist,N
51-4041.00,Machinists,Tool Room Machinist,Y
51-4051.00,Metal-Refining Furnace Operators and Tenders,Arc / Argon Oxygen Decarborization Melter (ARC / AOD Melter),N
51-4051.00,Metal-Refining Furnace Operators and Tenders,Automatic Furnace Operator,N
51-4051.00,Metal-Refining Furnace Operators and Tenders,Central Melt Specialist,Y
51-4051.00,Metal-Refining Furnace Operators and Tenders,Control Room Operator,N
51-4051.00,Metal-Refining Furnace Operators and Tenders,Direct Casting Operator,N
51-4051.00,Metal-Refining Furnace Operators and Tenders,Electric Melt Operator,N
51-4051.00,Metal-Refining Furnace Operators and Tenders,Melt Room Operator,Y
51-4051.00,Metal-Refining Furnace Operators and Tenders,Melt Supervisor,Y
51-4051.00,Metal-Refining Furnace Operators and Tenders,Utility Person,N
51-4051.00,Metal-Refining Furnace Operators and Tenders,Vessel Operator,Y
51-4052.00,"Pourers and Casters, Metal",Caster,N
51-4052.00,"Pourers and Casters, Metal",Caster Operator,N
51-4052.00,"Pourers and Casters, Metal",Casting Machine Operator,Y
51-4052.00,"Pourers and Casters, Metal",Die Cast Operator (DCO),N
51-4052.00,"Pourers and Casters, Metal",Direct Chill Caster (DC Caster),Y
51-4052.00,"Pourers and Casters, Metal",Furnace Operator,N
51-4052.00,"Pourers and Casters, Metal",General Foundry Worker,N
51-4052.00,"Pourers and Casters, Metal",Iron Pourer,Y
51-4052.00,"Pourers and Casters, Metal",Melter - Caster,N
51-4052.00,"Pourers and Casters, Metal",Metal Handler,Y
51-4061.00,"Model Makers, Metal and Plastic",Catalytic Converter Special Build Prototype,N
51-4061.00,"Model Makers, Metal and Plastic",Computer Numerical Control Machinist (CNC Machinist),N
51-4061.00,"Model Makers, Metal and Plastic",Fabricator,N
51-4061.00,"Model Makers, Metal and Plastic",Machinist,Y
51-4061.00,"Model Makers, Metal and Plastic",Metal Model Maker,N
51-4061.00,"Model Makers, Metal and Plastic",Model Maker,Y
51-4061.00,"Model Makers, Metal and Plastic",Molding Technician,N
51-4061.00,"Model Makers, Metal and Plastic",Prototype Special Build,N
51-4061.00,"Model Makers, Metal and Plastic",Tool and Die Maker,Y
51-4061.00,"Model Makers, Metal and Plastic",Tool Maker,Y
51-4062.00,"Patternmakers, Metal and Plastic",Computer Numerical Control Operator (CNC Operator),N
51-4062.00,"Patternmakers, Metal and Plastic",Computer Numerical Control Programmer (CNC Programmer),N
51-4062.00,"Patternmakers, Metal and Plastic",Die Cast Die Maker,Y
51-4062.00,"Patternmakers, Metal and Plastic",Fixture Builder,N
51-4062.00,"Patternmakers, Metal and Plastic",Journeyman Patternmaker,N
51-4062.00,"Patternmakers, Metal and Plastic",Machinist,Y
51-4062.00,"Patternmakers, Metal and Plastic",Metal Pattern Maker,Y
51-4062.00,"Patternmakers, Metal and Plastic",Model Maker,N
51-4062.00,"Patternmakers, Metal and Plastic",Pattern Maker,Y
51-4062.00,"Patternmakers, Metal and Plastic",Pattern Repair Person,N
51-4071.00,Foundry Mold and Coremakers,Core Machine Operator,Y
51-4071.00,Foundry Mold and Coremakers,Core Maker,Y
51-4071.00,Foundry Mold and Coremakers,Core Stripper,N
51-4071.00,Foundry Mold and Coremakers,Journeyman Molder,N
51-4071.00,Foundry Mold and Coremakers,Mold Maker,Y
51-4071.00,Foundry Mold and Coremakers,Molder,Y
51-4071.00,Foundry Mold and Coremakers,No Bake Molder,N
51-4071.00,Foundry Mold and Coremakers,Sand Molder,N
51-4071.00,Foundry Mold and Coremakers,Shell Core Operator,N
51-4071.00,Foundry Mold and Coremakers,Shell Mold Operator,N
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Core Machine Operator,N
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Cup Fabricating Machine Operator,N
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Cup Operator,N
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Die Cast Technician,N
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Eight Arm Operator,N
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Injection Press Operator,Y
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Machine Operator,Y
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Press Operator,N
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Process Technician,Y
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Production Technician,Y
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Cell Technician,N
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",CNC Machine Setter (Computer Numerically Controlled Machine Setter),N
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",CNC Machinist (Computer Numerically Controlled Machinist),N
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",CNC Operator (Computer Numerically Controlled Operator),N
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Die Setter,Y
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Machine Operator,Y
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Machine Technician,Y
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Machinist,Y
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operator,N
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Set-Up Person,N
51-4111.00,Tool and Die Makers,Aircraft Tool Maker,N
51-4111.00,Tool and Die Makers,Carbide Tool Die Maker,Y
51-4111.00,Tool and Die Makers,Die Maker,N
51-4111.00,Tool and Die Makers,Jig and Fixture Builder,Y
51-4111.00,Tool and Die Makers,Jig and Fixture Repairer,N
51-4111.00,Tool and Die Makers,Tool and Die Machinist,N
51-4111.00,Tool and Die Makers,Tool and Die Maker,Y
51-4111.00,Tool and Die Makers,Tool Repairer,N
51-4111.00,Tool and Die Makers,Toolmaker,Y
51-4111.00,Tool and Die Makers,Trim Die Maker,N
51-4121.06,"Welders, Cutters, and Welder Fitters",Aluminum Welder,N
51-4121.06,"Welders, Cutters, and Welder Fitters",Fabrication Welder,N
51-4121.06,"Welders, Cutters, and Welder Fitters",Fabricator,Y
51-4121.06,"Welders, Cutters, and Welder Fitters",Fitter/Welder,N
51-4121.06,"Welders, Cutters, and Welder Fitters",Maintenance Welder,N
51-4121.06,"Welders, Cutters, and Welder Fitters",Mig Welder,N
51-4121.06,"Welders, Cutters, and Welder Fitters",Sub Arc Operator,N
51-4121.06,"Welders, Cutters, and Welder Fitters",Welder,Y
51-4121.06,"Welders, Cutters, and Welder Fitters",Welder-Fitter,Y
51-4121.06,"Welders, Cutters, and Welder Fitters",Welder/Fabricator,Y
51-4121.07,Solderers and Brazers,Assembly Line Brazer,N
51-4121.07,Solderers and Brazers,Brazer,Y
51-4121.07,Solderers and Brazers,Connector,N
51-4121.07,Solderers and Brazers,Electronic Technician,N
51-4121.07,Solderers and Brazers,Fabricator,Y
51-4121.07,Solderers and Brazers,Production Technician,N
51-4121.07,Solderers and Brazers,Refrigeration Brazer/Solderer,N
51-4121.07,Solderers and Brazers,Refrigeration Specialist,N
51-4121.07,Solderers and Brazers,Solderer,Y
51-4121.07,Solderers and Brazers,Wirer,Y
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Braze Operator,N
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Fabricator,Y
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Finishing Technician,N
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Fitter-Welder,N
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Machine Operator,N
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Mig Welder,Y
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Operator,N
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Robot Operator,Y
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Spot Welder,Y
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Technical Associate (TA),N
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Batch Heat Treat Operator,Y
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Batch Operator,N
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Coating Line Worker,N
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Furnace Operator,Y
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Heat Treat Operator,Y
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Heat Treat Technician,N
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Heat Treater,Y
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Machine Operator,N
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Oven Operator,N
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Scarf and Anneal Operator,N
51-4192.00,"Layout Workers, Metal and Plastic",Development Mechanic,N
51-4192.00,"Layout Workers, Metal and Plastic",Fabricator,N
51-4192.00,"Layout Workers, Metal and Plastic",Fitter,Y
51-4192.00,"Layout Workers, Metal and Plastic",Layout Inspector,N
51-4192.00,"Layout Workers, Metal and Plastic",Layout Man,N
51-4192.00,"Layout Workers, Metal and Plastic",Layout Mechanic,N
51-4192.00,"Layout Workers, Metal and Plastic",Layout Technician,Y
51-4192.00,"Layout Workers, Metal and Plastic",Layout Worker,Y
51-4192.00,"Layout Workers, Metal and Plastic",Quality Technician,N
51-4192.00,"Layout Workers, Metal and Plastic",Ship Fitter,Y
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Anodizer,N
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Anodizing Line Operator,N
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Chrome Plater,N
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Coater Associate,N
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Coater Operator,Y
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Electro Plater,N
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Hard Chrome Plater,N
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Line Operator,Y
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Machine Operator,Y
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Plater,Y
51-4194.00,"Tool Grinders, Filers, and Sharpeners",CNC Operator (Computer Numerically Controlled Operator),N
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Crankshaft Grinder,N
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Cutter Grind Tool Technician,N
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Cutter Grinder,N
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Finisher,Y
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Grinder,Y
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Polisher,N
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Saw Filer,Y
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Tool and Cutter Grinder,N
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Tool Grinder,Y
51-5111.00,Prepress Technicians and Workers,Desktop Operator,N
51-5111.00,Prepress Technicians and Workers,Electronic Prepress Operator (EPP Operator),Y
51-5111.00,Prepress Technicians and Workers,Electronic Prepress Technician (EPP Tech),N
51-5111.00,Prepress Technicians and Workers,Plate Maker,Y
51-5111.00,Prepress Technicians and Workers,Plate Mounter,N
51-5111.00,Prepress Technicians and Workers,Pre-Press Proofer,N
51-5111.00,Prepress Technicians and Workers,Pre-Press Technician,N
51-5111.00,Prepress Technicians and Workers,Prepress Operator,Y
